Reason,URL,"_raw","_time",action,active,"active_hist_searches","active_realtime_searches",app,"attr.message.category","attr.message.category_id","attr.message.msg","attr.message.session_name","attr.message.thread","attr.message.ts_sec","attr.message.ts_usec","attr.message.verbose_level","attr.message.verbose_level_id",autoload,"avg_rsv","avg_time_spent_in_queue","bucket_count",build,"busiest_thread_name",bytes,c,capacity,clientip,code,color,component,cookie,count,"cpu_max","cpu_total",created,"created_replicas",ctx,"current_hot","current_hot_replicas","current_queue_size","current_size","current_total","date_hour","date_mday","date_minute","date_month","date_second","date_wday","date_year","date_zone",digest,"discarded_new","discarded_old","drop_count","due_to_stanza",duration,durationMS,"dutycycle_ratio","enqueue_seaches_count","event_message",eventtype,expectedCode,failed,feature,file,frozen,group,hits,host,hostname,hotWarmPath,id,ident,idx,index,"ingest_pipe",innerLockTime,instanceType,isFree,isTrial,"jobs_added","jobs_finished","largest_queue_size","largest_size",level,limit,line,linecount,location,"log_level","max_size","max_time_spent_in_queue","max_used","max_used_interval","mean_preview_period",message,method,"min_queue_size",misses,msg,nCompleted,nCurrent,nDownloadFail,nInstallFail,nInstallOk,nReceived,nStarted,nUninstallFail,nUninstallOk,name,namespace,"node_path","node_type","num_evictions","open_buckets",operation,other,"output_mode",pendingBucketUpdates,product,productType,punct,ratio,referer,"referer_domain",released,"rep_used","req_time",requestURL,requestid,"requests_last_period",rolled,root,s,search,service,share,showCommandHelp,showCommandHistory,showFieldInfo,sid,"smallest_size",snippet,snippetEmbedJS,"sort_dir","sort_key",source,sourcetype,spent,"splunk_server","splunk_server_group",status,"t.$date",thread,"thread_id","thread_name",time,timeendpos,timestartpos,"total_removed",trace,uri,"uri_domain","uri_path","uri_query",useTypeahead,used,user,useragent,version,volumeCompletedKB,"wallclock_ms_max","wallclock_ms_total"
,,"02-19-2025 06:26:45.534 -0500 INFO  Metrics - group=deploy-server, name=app_downloads, nStarted=0, nCompleted=0, volumeCompletedKB=""0.000""","2025-02-19T06:26:45.534-0500",,,,,,,,,,,,,,,,,,,,,,,,,,,Metrics,,,,,,,,,,,,,6,19,26,february,45,wednesday,2025,"-300",,,,,,,,,,"group=deploy-server, name=app_downloads, nStarted=0, nCompleted=0, volumeCompletedKB=""0.000""",,,,,,,"deploy-server",,kali,,,,,,"_internal",,,,,,,,,,,,,1,,INFO,,,,,,,,,,,0,,,,,,0,,,"app_downloads",,,,,,,,,,,,"--_::._-____-_=-,_=,_=,_=,_="".""",,,,,,,,,,,,,,,,,,,,,,,,,"/opt/splunk/var/log/splunk/metrics.log",splunkd,,kali,,,,,,,,29,0,,,,,,,,,,,,"0.000",,
,,"02-19-2025 06:26:45.534 -0500 INFO  Metrics - group=deploy-connections, nCurrent=2","2025-02-19T06:26:45.534-0500",,,,,,,,,,,,,,,,,,,,,,,,,,,Metrics,,,,,,,,,,,,,6,19,26,february,45,wednesday,2025,"-300",,,,,,,,,,"group=deploy-connections, nCurrent=2",,,,,,,"deploy-connections",,kali,,,,,,"_internal",,,,,,,,,,,,,1,,INFO,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,"--_::._-____-_=-,_=",,,,,,,,,,,,,,,,,,,,,,,,,"/opt/splunk/var/log/splunk/metrics.log",splunkd,,kali,,,,,,,,29,0,,,,,,,,,,,,,,
,,"02-19-2025 06:26:45.534 -0500 INFO  Metrics - group=conf, action=acquire_mutex, count=8, wallclock_ms_total=0, wallclock_ms_max=0, cpu_total=""0.000"", cpu_max=""0.000""","2025-02-19T06:26:45.534-0500","acquire_mutex",,,,,,,,,,,,,,,,,,,,,,,,,,Metrics,,8,"0.000","0.000",,,,,,,,,6,19,26,february,45,wednesday,2025,"-300",,,,,,,,,,"group=conf, action=acquire_mutex, count=8, wallclock_ms_total=0, wallclock_ms_max=0, cpu_total=""0.000"", cpu_max=""0.000""",,,,,,,conf,,kali,,,,,,"_internal",,,,,,,,,,,,,1,,INFO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"--_::._-____-_=,_=,_=,_=,_=,_=""."",_="".""",,,,,,,,,,,,,,,,,,,,,,,,,"/opt/splunk/var/log/splunk/metrics.log",splunkd,,kali,,,,,,,,29,0,,,,,,,,,,,,,0,0
,,"02-19-2025 06:26:45.534 -0500 INFO  Metrics - group=cachemgr_bucket, open_buckets=0","2025-02-19T06:26:45.534-0500",,,,,,,,,,,,,,,,,,,,,,,,,,,Metrics,,,,,,,,,,,,,6,19,26,february,45,wednesday,2025,"-300",,,,,,,,,,"group=cachemgr_bucket, open_buckets=0",,,,,,,"cachemgr_bucket",,kali,,,,,,"_internal",,,,,,,,,,,,,1,,INFO,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,"--_::._-____-_=,_=",,,,,,,,,,,,,,,,,,,,,,,,,"/opt/splunk/var/log/splunk/metrics.log",splunkd,,kali,,,,,,,,29,0,,,,,,,,,,,,,,
,,"02-19-2025 06:26:45.534 -0500 INFO  Metrics - group=bucket_metrics, current_hot=9, current_hot_replicas=0, current_total=103, created=0, created_replicas=0, rolled=0, frozen=0, total_removed=0","2025-02-19T06:26:45.534-0500",,,,,,,,,,,,,,,,,,,,,,,,,,,Metrics,,,,,0,0,,9,0,,,103,6,19,26,february,45,wednesday,2025,"-300",,,,,,,,,,"group=bucket_metrics, current_hot=9, current_hot_replicas=0, current_total=103, created=0, created_replicas=0, rolled=0, frozen=0, total_removed=0",,,,,,0,"bucket_metrics",,kali,,,,,,"_internal",,,,,,,,,,,,,1,,INFO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"--_::._-____-_=,_=,_=,_=,_=,_=,_=,_=,_=",,,,,,,,,,0,,,,,,,,,,,,,,,"/opt/splunk/var/log/splunk/metrics.log",splunkd,,kali,,,,,,,,29,0,0,,,,,,,,,,,,,
,,"127.0.0.1 - kali [19/Feb/2025:06:26:43.919 -0500] ""GET /en-US/splunkd/__raw/servicesNS/nobody/search/search/v2/jobs/rt_md_1739964386.3?output_mode=json&_=1739964386142 HTTP/1.1"" 200 4171 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0"" - 026f9a0c852246e809385395c50d8418 3ms","2025-02-19T06:26:43.919-0500",,,,,,,,,,,,,,,,,,,,,4171,,,"127.0.0.1",,,,,,,,,,,,,,,,6,19,26,february,43,wednesday,2025,"-300",,,,,,,,,,,,,,,"rt_md_1739964386.3",,,,kali,,,,"-",,"_internal",,,,,,,,,,,,,1,,,,,,,,,GET,,,,,,,,,,,,,,,,,,,,"- 026f9a0c852246e809385395c50d8418 3ms",json,,,,"..._-__[//:::._-]_""_/-/////////.?=&=_/.""___""-""_""/.",,"-",,,,"19/Feb/2025:06:26:43.919 -0500",,,,,"en-US",,,,,,,,,,,,,,"/opt/splunk/var/log/splunk/splunkd_ui_access.log","splunkd_ui_access",3,kali,,200,,,,,,48,18,,,"/en-US/splunkd/__raw/servicesNS/nobody/search/search/v2/jobs/rt_md_1739964386.3?output_mode=json&_=1739964386142",,"/en-US/splunkd/__raw/servicesNS/nobody/search/search/v2/jobs/rt_md_1739964386.3","output_mode=json&_=1739964386142",,,kali,"Mozilla/5.0 (X11; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0","HTTP/1.1",,,
,,"127.0.0.1 - kali [19/Feb/2025:06:26:40.922 -0500] ""GET /en-US/splunkd/__raw/servicesNS/nobody/search/search/v2/jobs/rt_md_1739964386.3?output_mode=json&_=1739964386141 HTTP/1.1"" 200 4159 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0"" - 026f9a0c852246e809385395c50d8418 3ms","2025-02-19T06:26:40.922-0500",,,,,,,,,,,,,,,,,,,,,4159,,,"127.0.0.1",,,,,,,,,,,,,,,,6,19,26,february,40,wednesday,2025,"-300",,,,,,,,,,,,,,,"rt_md_1739964386.3",,,,kali,,,,"-",,"_internal",,,,,,,,,,,,,1,,,,,,,,,GET,,,,,,,,,,,,,,,,,,,,"- 026f9a0c852246e809385395c50d8418 3ms",json,,,,"..._-__[//:::._-]_""_/-/////////.?=&=_/.""___""-""_""/.",,"-",,,,"19/Feb/2025:06:26:40.922 -0500",,,,,"en-US",,,,,,,,,,,,,,"/opt/splunk/var/log/splunk/splunkd_ui_access.log","splunkd_ui_access",3,kali,,200,,,,,,48,18,,,"/en-US/splunkd/__raw/servicesNS/nobody/search/search/v2/jobs/rt_md_1739964386.3?output_mode=json&_=1739964386141",,"/en-US/splunkd/__raw/servicesNS/nobody/search/search/v2/jobs/rt_md_1739964386.3","output_mode=json&_=1739964386141",,,kali,"Mozilla/5.0 (X11; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0","HTTP/1.1",,,
,,"127.0.0.1 - kali [19/Feb/2025:06:26:40.546 -0500] ""GET /en-US/splunkd/__raw/services/search/shelper?output_mode=json&snippet=true&snippetEmbedJS=false&namespace=search&search=search%20index%3D_internal%20%7C%20head%20100&useTypeahead=true&showCommandHelp=true&showCommandHistory=true&showFieldInfo=false&_=1739964386140 HTTP/1.1"" 200 25623 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0"" - 026f9a0c852246e809385395c50d8418 30ms","2025-02-19T06:26:40.546-0500",,,,,,,,,,,,,,,,,,,,,25623,,,"127.0.0.1",,,,,,,,,,,,,,,,6,19,26,february,40,wednesday,2025,"-300",,,,,,,,,,,,,,,shelper,,,,kali,,,,"-",,"_internal",,,,,,,,,,,,,1,,,,,,,,,GET,,,,,,,,,,,,,,search,,,,,,"- 026f9a0c852246e809385395c50d8418 30ms",json,,,,"..._-__[//:::._-]_""_/-/////?=&=&=&=&=%%%%%%&=&=&=&",,"-",,,,"19/Feb/2025:06:26:40.546 -0500",,,,,"en-US",,"search%20index%3D_internal%20%7C%20head%20100",,,true,true,false,,,true,false,,,"/opt/splunk/var/log/splunk/splunkd_ui_access.log","splunkd_ui_access",30,kali,,200,,,,,,48,18,,,"/en-US/splunkd/__raw/services/search/shelper?output_mode=json&snippet=true&snippetEmbedJS=false&namespace=search&search=search%20index%3D_internal%20%7C%20head%20100&useTypeahead=true&showCommandHelp=true&showCommandHistory=true&showFieldInfo=false&_=1739964386140",,"/en-US/splunkd/__raw/services/search/shelper","output_mode=json&snippet=true&snippetEmbedJS=false&namespace=search&search=search%20index%3D_internal%20%7C%20head%20100&useTypeahead=true&showCommandHelp=true&showCommandHistory=true&showFieldInfo=false&_=1739964386140",true,,kali,"Mozilla/5.0 (X11; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0","HTTP/1.1",,,
,," {""t"":{""$date"":""2025-02-19T11:26:38.567Z""},""s"":""I"",  ""c"":""WTCHKPT"",  ""id"":22430,   ""ctx"":""Checkpointer"",""msg"":""WiredTiger message"",""attr"":{""message"":{""ts_sec"":1739964398,""ts_usec"":566229,""thread"":""3710:0x7f24e44006c0"",""session_name"":""WT_SESSION.checkpoint"",""category"":""WT_VERB_CHECKPOINT_PROGRESS"",""category_id"":6,""verbose_level"":""DEBUG_1"",""verbose_level_id"":1,""msg"":""saving checkpoint snapshot min: 48, snapshot max: 48 snapshot count: 0, oldest timestamp: (1739964383, 1) , meta checkpoint timestamp: (1739964388, 1) base write gen: 1102""}}}","2025-02-19T06:26:38.567-0500",,,,,,"WT_VERB_CHECKPOINT_PROGRESS",6,"saving checkpoint snapshot min: 48, snapshot max: 48 snapshot count: 0, oldest timestamp: (1739964383, 1) , meta checkpoint timestamp: (1739964388, 1) base write gen: 1102","WT_SESSION.checkpoint","3710:0x7f24e44006c0",1739964398,566229,"DEBUG_1",1,,,,,,,,WTCHKPT,,,,,,,,,,,,Checkpointer,,,,,,11,19,26,february,38,wednesday,2025,0,,,,,,,,,,,,,,,,,,,kali,,,22430,,,"_internal",,,,,,,,,,,,,1,,,,,,,,,,,,"WiredTiger message",,,,,,,,,,,,,,,,,,,,,,"_{"""":{""$"":""--::.""},"""":"""",__"""":"""",__"""":,___"""":"""",""""",,,,,,,,,,,,I,,,,,,,,,,,,,"/opt/splunk/var/log/splunk/mongod.log",mongod,,kali,,,"2025-02-19T11:26:38.567Z",,,,,40,16,,,,,,,,,,,,,,
,,"127.0.0.1 - kali [19/Feb/2025:06:26:37.916 -0500] ""GET /en-US/splunkd/__raw/servicesNS/nobody/search/search/v2/jobs/rt_md_1739964386.3?output_mode=json&_=1739964386139 HTTP/1.1"" 200 4155 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0"" - 026f9a0c852246e809385395c50d8418 2ms","2025-02-19T06:26:37.916-0500",,,,,,,,,,,,,,,,,,,,,4155,,,"127.0.0.1",,,,,,,,,,,,,,,,6,19,26,february,37,wednesday,2025,"-300",,,,,,,,,,,,,,,"rt_md_1739964386.3",,,,kali,,,,"-",,"_internal",,,,,,,,,,,,,1,,,,,,,,,GET,,,,,,,,,,,,,,,,,,,,"- 026f9a0c852246e809385395c50d8418 2ms",json,,,,"..._-__[//:::._-]_""_/-/////////.?=&=_/.""___""-""_""/.",,"-",,,,"19/Feb/2025:06:26:37.916 -0500",,,,,"en-US",,,,,,,,,,,,,,"/opt/splunk/var/log/splunk/splunkd_ui_access.log","splunkd_ui_access",2,kali,,200,,,,,,48,18,,,"/en-US/splunkd/__raw/servicesNS/nobody/search/search/v2/jobs/rt_md_1739964386.3?output_mode=json&_=1739964386139",,"/en-US/splunkd/__raw/servicesNS/nobody/search/search/v2/jobs/rt_md_1739964386.3","output_mode=json&_=1739964386139",,,kali,"Mozilla/5.0 (X11; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0","HTTP/1.1",,,
,,"127.0.0.1 - splunk-system-user [19/Feb/2025:06:26:37.868 -0500] ""GET /services/server/info HTTP/1.1"" 200 6282 ""-"" ""curl"" - - - 1ms","2025-02-19T06:26:37.868-0500",,,,,,,,,,,,,,,,,,,,,6282,,,"127.0.0.1",,,,,,,,,,,,,,,,6,19,26,february,37,wednesday,2025,"-300",,,,,,,,,,,"splunkd-access",,,,info,,,,kali,,,,"-",,"_internal",,,,,,,,,,,,,1,,,,,,,,,GET,,,,,,,,,,,,,,,,,,,,"- - - 1ms",,,,,"..._-_--_[//:::._-]_""_///_/.""___""-""_""""_-_-_-_",,"-",,,,"19/Feb/2025:06:26:37.868 -0500",,,,,services,,,,,,,,,,,,,,"/opt/splunk/var/log/splunk/splunkd_access.log","splunkd_access",1,kali,,200,,,,,,62,32,,,"/services/server/info",,"/services/server/info",,,,"splunk-system-user",curl,"HTTP/1.1",,,
,,"02-19-2025 06:26:37.810 -0500 INFO  TailReader [3834 tailreader0] - Batch input finished reading file='/opt/splunk/var/spool/splunk/tracker.log'","2025-02-19T06:26:37.810-0500",,,,,,,,,,,,,,,,,,,,,,,,,,,TailReader,,,,,,,,,,,,,6,19,26,february,37,wednesday,2025,"-300",,,,,,,,,,"Batch input finished reading file='/opt/splunk/var/spool/splunk/tracker.log'","splunkd-log",,,,"'/opt/splunk/var/spool/splunk/tracker.log'",,,,kali,,,,,,"_internal",,,,,,,,,,,,,1,,INFO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"--_::._-____[_]_-_____='//////.'",,,,,,,,,,,,,,,,,,,,,,,,,"/opt/splunk/var/log/splunk/splunkd.log",splunkd,,kali,,,,,3834,tailreader0,,29,0,,,,,,,,,,,,,,
,,"127.0.0.1 - splunk-system-user [19/Feb/2025:06:26:37.657 -0500] ""GET //services/server/info?output_mode=json HTTP/1.0"" 200 2194 ""-"" ""Python-httplib2/0.20.4 (gzip)"" - - - 1ms","2025-02-19T06:26:37.657-0500",,,,,,,,,,,,,,,,,,,,,2194,,,"127.0.0.1",,,,,,,,,,,,,,,,6,19,26,february,37,wednesday,2025,"-300",,,,,,,,,,,"splunkd-access",,,,info,,,,kali,,,,"-",,"_internal",,,,,,,,,,,,,1,,,,,,,,,GET,,,,,,,,,,,,,,,,,,,,"- - - 1ms",json,,,,"..._-_--_[//:::._-]_""_////?=_/.""___""-""_""-/.._()""_-",,"-",,,,"19/Feb/2025:06:26:37.657 -0500",,,,,services,,,,,,,,,,,,,,"/opt/splunk/var/log/splunk/splunkd_access.log","splunkd_access",1,kali,,200,,,,,,62,32,,,"//services/server/info?output_mode=json",,"//services/server/info","output_mode=json",,,"splunk-system-user","Python-httplib2/0.20.4 (gzip)","HTTP/1.0",,,
,,"127.0.0.1 - splunk-system-user [19/Feb/2025:06:26:37.643 -0500] ""GET //servicesNS/nobody/splunk_secure_gateway/storage/collections/data/meta/soc2_opt_in HTTP/1.0"" 404 140 ""-"" ""Python-httplib2/0.20.4 (gzip)"" - - - 2ms","2025-02-19T06:26:37.643-0500",,,,,,,,,,,,,,,,,,,,,140,,,"127.0.0.1",,,,,,,,,,,,,,,,6,19,26,february,37,wednesday,2025,"-300",,,,,,,,,,,"splunkd-access",,,,"soc2_opt_in",,,,kali,,,,"-",,"_internal",,,,,,,,,,,,,1,,,,,,,,,GET,,,,,,,,,,,,,,,,,,,,"- - - 2ms",,,,,"..._-_--_[//:::._-]_""_/////////_/.""___""-""_""-/.._()",,"-",,,,"19/Feb/2025:06:26:37.643 -0500",,,,,servicesNS,,,,,,,,,,,,,,"/opt/splunk/var/log/splunk/splunkd_access.log","splunkd_access",2,kali,,404,,,,,,62,32,,,"//servicesNS/nobody/splunk_secure_gateway/storage/collections/data/meta/soc2_opt_in",,"//servicesNS/nobody/splunk_secure_gateway/storage/collections/data/meta/soc2_opt_in",,,,"splunk-system-user","Python-httplib2/0.20.4 (gzip)","HTTP/1.0",,,
,,"127.0.0.1 - splunk-system-user [19/Feb/2025:06:26:37.621 -0500] ""GET //servicesNS/nobody/splunk_secure_gateway/storage/collections/data/instance_config?limit=0&output_mode=json HTTP/1.0"" 200 3 ""-"" ""Python-httplib2/0.20.4 (gzip)"" - - - 11ms","2025-02-19T06:26:37.621-0500",,,,,,,,,,,,,,,,,,,,,3,,,"127.0.0.1",,,,,,,,,,,,,,,,6,19,26,february,37,wednesday,2025,"-300",,,,,,,,,,,"splunkd-access",,,,"instance_config",,,,kali,,,,"-",,"_internal",,,,,,,,,,,0,,1,,,,,,,,,GET,,,,,,,,,,,,,,,,,,,,"- - - 11ms",json,,,,"..._-_--_[//:::._-]_""_////////?=&=_/.""___""-""_""-/..",,"-",,,,"19/Feb/2025:06:26:37.621 -0500",,,,,servicesNS,,,,,,,,,,,,,,"/opt/splunk/var/log/splunk/splunkd_access.log","splunkd_access",11,kali,,200,,,,,,62,32,,,"//servicesNS/nobody/splunk_secure_gateway/storage/collections/data/instance_config?limit=0&output_mode=json",,"//servicesNS/nobody/splunk_secure_gateway/storage/collections/data/instance_config","limit=0&output_mode=json",,,"splunk-system-user","Python-httplib2/0.20.4 (gzip)","HTTP/1.0",,,
,,"127.0.0.1 - splunk-system-user [19/Feb/2025:06:26:37.611 -0500] ""GET //services/cluster/config?output_mode=json HTTP/1.0"" 200 3066 ""-"" ""Python-httplib2/0.20.4 (gzip)"" - - - 1ms","2025-02-19T06:26:37.611-0500",,,,,,,,,,,,,,,,,,,,,3066,,,"127.0.0.1",,,,,,,,,,,,,,,,6,19,26,february,37,wednesday,2025,"-300",,,,,,,,,,,"splunkd-access",,,,config,,,,kali,,,,"-",,"_internal",,,,,,,,,,,,,1,,,,,,,,,GET,,,,,,,,,,,,,,,,,,,,"- - - 1ms",json,,,,"..._-_--_[//:::._-]_""_////?=_/.""___""-""_""-/.._()""_-",,"-",,,,"19/Feb/2025:06:26:37.611 -0500",,,,,services,,,,,,,,,,,,,,"/opt/splunk/var/log/splunk/splunkd_access.log","splunkd_access",1,kali,,200,,,,,,62,32,,,"//services/cluster/config?output_mode=json",,"//services/cluster/config","output_mode=json",,,"splunk-system-user","Python-httplib2/0.20.4 (gzip)","HTTP/1.0",,,
,,"127.0.0.1 - splunk-system-user [19/Feb/2025:06:26:37.603 -0500] ""GET //services/server/roles?output_mode=json HTTP/1.0"" 200 798 ""-"" ""Python-httplib2/0.20.4 (gzip)"" - - - 0ms","2025-02-19T06:26:37.603-0500",,,,,,,,,,,,,,,,,,,,,798,,,"127.0.0.1",,,,,,,,,,,,,,,,6,19,26,february,37,wednesday,2025,"-300",,,,,,,,,,,"splunkd-access",,,,roles,,,,kali,,,,"-",,"_internal",,,,,,,,,,,,,1,,,,,,,,,GET,,,,,,,,,,,,,,,,,,,,"- - - 0ms",json,,,,"..._-_--_[//:::._-]_""_////?=_/.""___""-""_""-/.._()""_-",,"-",,,,"19/Feb/2025:06:26:37.603 -0500",,,,,services,,,,,,,,,,,,,,"/opt/splunk/var/log/splunk/splunkd_access.log","splunkd_access",0,kali,,200,,,,,,62,32,,,"//services/server/roles?output_mode=json",,"//services/server/roles","output_mode=json",,,"splunk-system-user","Python-httplib2/0.20.4 (gzip)","HTTP/1.0",,,
,,"127.0.0.1 - kali [19/Feb/2025:06:26:37.403 -0500] ""GET /en-US/splunkd/__raw/services/server/health/splunkd?output_mode=json&_=1739964386138 HTTP/1.1"" 200 785 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0"" - 026f9a0c852246e809385395c50d8418 1ms","2025-02-19T06:26:37.403-0500",,,,,,,,,,,,,,,,,,,,,785,,,"127.0.0.1",,,,,,,,,,,,,,,,6,19,26,february,37,wednesday,2025,"-300",,,,,,,,,,,,,,,splunkd,,,,kali,,,,"-",,"_internal",,,,,,,,,,,,,1,,,,,,,,,GET,,,,,,,,,,,,,,,,,,,,"- 026f9a0c852246e809385395c50d8418 1ms",json,,,,"..._-__[//:::._-]_""_/-//////?=&=_/.""___""-""_""/._(;_",,"-",,,,"19/Feb/2025:06:26:37.403 -0500",,,,,"en-US",,,,,,,,,,,,,,"/opt/splunk/var/log/splunk/splunkd_ui_access.log","splunkd_ui_access",1,kali,,200,,,,,,48,18,,,"/en-US/splunkd/__raw/services/server/health/splunkd?output_mode=json&_=1739964386138",,"/en-US/splunkd/__raw/services/server/health/splunkd","output_mode=json&_=1739964386138",,,kali,"Mozilla/5.0 (X11; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0","HTTP/1.1",,,
,,"{""level"":""INFO"",""time"":""2025-02-19T11:26:36.894Z"",""location"":""splunkmgmtclient/client.go:186"",""message"":""request to splunk server succeeded"",""service"":""identity"",""hostname"":""kali"",""operation"":""GetConfStanza"",""durationMS"":""48.134"",""requestURL"":""https://127.0.0.1:8089/services/configs/conf-server/teleport_supervisor?output_mode=json"",""expectedCode"":200,""code"":200}","2025-02-19T06:26:36.894-0500",,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,11,19,26,february,36,wednesday,2025,0,,,,,,,"48.134",,,,,200,,,,,,,kali,kali,,,,,"_internal",,,,,,,,,,INFO,,,1,"splunkmgmtclient/client.go:186",,,,,,,"request to splunk server succeeded",,,,,,,,,,,,,,,,,,,,GetConfStanza,,,,,,"{"""":"""","""":""--::."","""":""/.:"","""":""____"","""":"""","""":"""",""",,,,,,,"https://127.0.0.1:8089/services/configs/conf-server/teleport_supervisor?output_mode=json",,,,,,,identity,,,,,,,,,,,"/opt/splunk/var/log/splunk/sup-pkg-identity-stdout.log","sup-pkg-identity-stdout-2",,kali,,,,,,,"2025-02-19T11:26:36.894Z",48,24,,,,,,,,,,,,,,
,,"127.0.0.1 - splunk-system-user [19/Feb/2025:06:26:36.871 -0500] ""GET /services/configs/conf-server/teleport_supervisor?output_mode=json HTTP/1.1"" 200 1391 ""-"" ""Go-http-client/1.1"" - - - 10ms","2025-02-19T06:26:36.871-0500",,,,,,,,,,,,,,,,,,,,,1391,,,"127.0.0.1",,,,,,,,,,,,,,,,6,19,26,february,36,wednesday,2025,"-300",,,,,,,,,,,"splunkd-access",,,,"teleport_supervisor",,,,kali,,,,"-",,"_internal",,,,,,,,,,,,,1,,,,,,,,,GET,,,,,,,,,,,,,,,,,,,,"- - - 10ms",json,,,,"..._-_--_[//:::._-]_""_///-/?=_/.""___""-""_""--/.""_-_-",,"-",,,,"19/Feb/2025:06:26:36.871 -0500",,,,,services,,,,,,,,,,,,,,"/opt/splunk/var/log/splunk/splunkd_access.log","splunkd_access",10,kali,,200,,,,,,62,32,,,"/services/configs/conf-server/teleport_supervisor?output_mode=json",,"/services/configs/conf-server/teleport_supervisor","output_mode=json",,,"splunk-system-user","Go-http-client/1.1","HTTP/1.1",,,
,,"02-19-2025 06:26:36.044 -0500 INFO  DatabaseDirectoryManager [3733 IndexerService] - Finished writing bucket manifest in hotWarmPath=/opt/splunk/var/lib/splunk/_metrics/db duration=0.010","2025-02-19T06:26:36.044-0500",,,,,,,,,,,,,,,,,,,,,,,,,,,DatabaseDirectoryManager,,,,,,,,,,,,,6,19,26,february,36,wednesday,2025,"-300",,,,,,"0.010",,,,"Finished writing bucket manifest in hotWarmPath=/opt/splunk/var/lib/splunk/_metrics/db duration=0.010","splunkd-log",,,,,,,,kali,,"/opt/splunk/var/lib/splunk/_metrics/db",,,,"_internal",,,,,,,,,,,,,1,,INFO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"--_::._-____[_]_-______=///////_=.",,,,,,,,,,,,,,,,,,,,,,,,,"/opt/splunk/var/log/splunk/splunkd.log",splunkd,,kali,,,,,3733,IndexerService,,29,0,,,,,,,,,,,,,,
"'Buckets were rebuilt or tsidx-minified (bucket_count=5).'",,"02-19-2025 06:26:36.044 -0500 INFO  DatabaseDirectoryManager [3733 IndexerService] - idx=_metrics writing a bucket manifest in hotWarmPath='/opt/splunk/var/lib/splunk/_metrics/db' pendingBucketUpdates=4 innerLockTime=0.009. Reason='Buckets were rebuilt or tsidx-minified (bucket_count=5).'","2025-02-19T06:26:36.044-0500",,,,,,,,,,,,,,,,,,5,,,,,,,,,DatabaseDirectoryManager,,,,,,,,,,,,,6,19,26,february,36,wednesday,2025,"-300",,,,,,,,,,"idx=_metrics writing a bucket manifest in hotWarmPath='/opt/splunk/var/lib/splunk/_metrics/db' pendingBucketUpdates=4 innerLockTime=0.009. Reason='Buckets were rebuilt or tsidx-minified (bucket_count=5).'","splunkd-log",,,,,,,,kali,,"'/opt/splunk/var/lib/splunk/_metrics/db'",,,"_metrics","_internal",,"0.009.",,,,,,,,,,,1,,INFO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,"--_::._-____[_]_-_=______='///////'_=_=.._='____-_",,,,,,,,,,,,,,,,,,,,,,,,,"/opt/splunk/var/log/splunk/splunkd.log",splunkd,,kali,,,,,3733,IndexerService,,29,0,,,,,,,,,,,,,,
,,"02-19-2025 06:26:36.028 -0500 INFO  DatabaseDirectoryManager [3733 IndexerService] - Finished writing bucket manifest in hotWarmPath=/opt/splunk/var/lib/splunk/_introspection/db duration=0.001","2025-02-19T06:26:36.028-0500",,,,,,,,,,,,,,,,,,,,,,,,,,,DatabaseDirectoryManager,,,,,,,,,,,,,6,19,26,february,36,wednesday,2025,"-300",,,,,,"0.001",,,,"Finished writing bucket manifest in hotWarmPath=/opt/splunk/var/lib/splunk/_introspection/db duration=0.001","splunkd-log",,,,,,,,kali,,"/opt/splunk/var/lib/splunk/_introspection/db",,,,"_internal",,,,,,,,,,,,,1,,INFO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"--_::._-____[_]_-______=///////_=.",,,,,,,,,,,,,,,,,,,,,,,,,"/opt/splunk/var/log/splunk/splunkd.log",splunkd,,kali,,,,,3733,IndexerService,,29,0,,,,,,,,,,,,,,
